beer_beerid,counts as best beer,avg review_overall,avg review_aroma,avg review_appearance,avg review_taste,avg beer_abv,number of reviews,counts with top score,brewery_name,beer_style,beer_name
1566,30,3.60719131615,3.71981004071,3.77747625509,3.74151967436,11.1,737,11,Weyerbacher Brewing Co.,English Barleywine,Blithering Idiot
2560,30,4.35625,3.85625,4.03125,4.175,5.2,80,27,Augustiner-Bräu Wagner KG,Munich Helles Lager,Augustiner Bräu Lagerbier Hell
3970,30,3.36267605634,2.92253521127,3.30516431925,3.15375586854,5.9,426,13,Brasseries Kronenbourg,Euro Pale Lager,Kronenbourg 1664
52535,30,4.15030674847,4.23312883436,4.11963190184,4.21472392638,7.0,163,22,Terrapin Beer Company,Milk / Sweet Stout,Terrapin Midnight Project Depth Charge Espresso Milk Stout
25005,30,3.90380313199,3.90939597315,4.01006711409,3.89597315436,8.0,447,16,Brewery Ommegang,American Wild Ale,Ommegeddon
67760,30,4.59210526316,4.55921052632,4.36842105263,4.55921052632,8.0,76,25,Hill Farmstead Brewery,American Double / Imperial IPA,Galaxy Imperial Single Hop IPA
1713,30,4.09523809524,4.10073260073,4.2619047619,4.18131868132,8.5,273,20,Brasserie Dupont sprl,Belgian Strong Pale Ale,Moinette Blond
282,30,3.70222222222,3.31444444444,3.60444444444,3.44222222222,4.4,450,18,Sierra Nevada Brewing Co.,American Pale Wheat Ale,Sierra Nevada Wheat Beer
1602,30,3.5806010929,3.89480874317,3.85792349727,3.8306010929,12.0,366,14,Brasserie Dubuisson Frères sprl,Belgian Strong Pale Ale,Bush Ambrée
36782,30,4.30748663102,4.33689839572,3.80748663102,4.37700534759,9.0,187,26,Captain Lawrence Brewing Co.,American Wild Ale,Cuvee De Castleton
66281,30,3.98463687151,3.91340782123,3.91759776536,3.91201117318,5.1,358,11,Victory Brewing Company,American Pale Ale (APA),Headwaters Pale Ale
37113,30,4.19523809524,4.41904761905,3.91904761905,4.41666666667,13.16,210,24,North Coast Brewing Co.,Old Ale,Old Stock Cellar Reserve (Aged In Bourbon Barrels)
40114,30,4.20833333333,4.20588235294,4.46078431373,4.25490196078,9.5,204,24,Brouwerij Duvel Moortgat NV,Belgian IPA,Duvel Tripel Hop
111,30,2.35844370861,3.18543046358,3.36341059603,2.94122516556,17.5,604,14,Boston Beer Company (Samuel Adams),American Strong Ale,Samuel Adams Triple Bock
20732,30,2.56931818182,1.99204545455,2.41022727273,2.11590909091,4.3,440,10,Anheuser-Busch,Light Lager,Budweiser Select
4904,30,3.8651026393,3.59384164223,3.89442815249,3.68475073314,4.4,341,15,Black Sheep Brewery PLC,English Pale Ale,Black Sheep Ale (Special)
1112,30,4.07678571429,3.92857142857,4.03928571429,4.0625,8.5,280,15,Berkshire Brewing Company Inc.,Russian Imperial Stout,Berkshire Russian Imperial Stout
28556,30,3.95098039216,3.86470588235,3.98823529412,3.91176470588,8.0,255,13,Grand Teton Brewing Co.,American Double / Imperial Stout,Black Cauldron Imperial Stout
691,30,4.03003533569,3.79505300353,4.08127208481,3.89222614841,5.0,283,14,Ballast Point Brewing Company,American Amber / Red Ale,Calico Copper Amber Ale
13826,29,4.40625,4.3359375,4.11328125,4.37890625,5.0,128,24,Brasserie Cantillon,Gueuze,Cantillon Lou Pepe - Gueuze
39917,29,4.20238095238,4.14523809524,4.00476190476,4.30952380952,8.2,210,14,Surly Brewing Company,Baltic Porter,Smoke
16115,29,4.05743243243,4.04898648649,4.1875,4.13513513514,6.6,296,16,Founders Brewing Company,Rye Beer,Founders Black Rye
403,29,3.7806122449,3.55306122449,3.83775510204,3.68673469388,6.5,490,11,North Coast Brewing Co.,American IPA,ACME California IPA
13825,29,4.2,4.32941176471,4.21764705882,4.35294117647,5.0,170,28,Brasserie Cantillon,Lambic - Fruit,Cantillon Lou Pepe - Framboise
4720,29,3.97389558233,3.64658634538,3.65863453815,3.78313253012,4.2,249,16,Harviestoun Brewery Ltd.,English India Pale Ale (IPA),Bitter & Twisted
1947,29,3.985,4.0075,3.865,4.025,6.0,200,17,Brouwerij Liefmans,Fruit / Vegetable Beer,Kriekbier
67219,29,3.7775175644,3.74590163934,4.06088992974,3.73536299766,10.0,427,8,Dogfish Head Brewery,American Double / Imperial IPA,Robert Johnson's Hellhound On My Ale
608,29,4.00170068027,3.74149659864,3.84863945578,3.87925170068,5.5,294,18,Anderson Valley Brewing Company,American Pale Ale (APA),Poleeko Gold Pale Ale
2479,29,3.71474358974,3.7094017094,3.84722222222,3.62927350427,5.5,468,15,Brouwerij Bavik,Flanders Oud Bruin,Petrus Oud Bruin
25989,29,3.88320209974,3.66535433071,3.88582677165,3.79133858268,5.3,381,13,Belhaven Brewery Company Ltd.,English India Pale Ale (IPA),Belhaven Twisted Thistle IPA
2270,29,3.26200873362,2.77510917031,3.15283842795,2.99344978166,5.0,458,12,Carlsberg Danmark A/S,Euro Pale Lager,Carlsberg Beer
2318,29,3.7192513369,3.38101604278,3.6885026738,3.56550802139,5.3,374,8,Blue Point Brewing Company,Vienna Lager,Blue Point Toasted Lager
6228,29,3.73660714286,3.27901785714,3.64285714286,3.41071428571,4.25,224,16,New Glarus Brewing Company,American Pale Lager,Totally Naked
40956,29,3.96819787986,4.18374558304,4.38692579505,4.09187279152,9.6,283,18,New Glarus Brewing Company,Weizenbock,Unplugged Imperial Weizen
43283,29,4.21794871795,3.8108974359,3.86217948718,3.98076923077,5.0,156,23,Great Lakes Brewing Company,Extra Special / Strong Bitter (ESB),Great Lakes Moondog ESB
3714,29,3.85424354244,3.61254612546,3.67896678967,3.66789667897,4.3,271,19,Yards Brewing Co.,American Pale Ale (APA),Philadelphia Pale Ale
21466,29,3.30638297872,3.8170212766,3.80531914894,3.61595744681,18.0,470,15,Dogfish Head Brewery,Fruit / Vegetable Beer,Fort
2810,29,3.94984802432,3.8282674772,3.91489361702,3.88145896657,5.75,329,13,New Glarus Brewing Company,American Stout,Coffee Stout
36185,29,3.9479638009,3.97963800905,4.04864253394,4.01583710407,9.6,442,17,Southern Tier Brewing Company,American Barleywine,Backburner (Imperial Barley Wine Style Ale)
296,29,3.78882833787,3.6757493188,3.78337874659,3.85013623978,6.9,367,16,Magic Hat Brewing Company,Scotch Ale / Wee Heavy,Jinx
46606,29,3.90974212034,3.76934097421,3.94842406877,3.76790830946,5.7,349,13,Boulevard Brewing Co.,American IPA,Single-Wide I.P.A.
58048,29,3.71345707657,4.08236658933,4.07192575406,3.81554524362,6.8,431,19,Stone Brewing Co.,Saison / Farmhouse Ale,Saison Du BUFF
3606,29,4.09125475285,4.0247148289,4.09885931559,4.16159695817,6.9,263,22,Klosterbrauerei Weltenburg,Doppelbock,Weltenburger Kloster Asam-Bock
64089,29,3.19194312796,3.4336492891,3.92417061611,3.23222748815,10.3,422,7,Boston Beer Company (Samuel Adams),Bière de Champagne / Bière Brut,Infinium
15758,29,4.22695035461,4.0780141844,4.05319148936,4.24468085106,7.5,141,21,Dogfish Head Brewery,American IPA,75 Minute IPA
56469,29,3.87841530055,3.81284153005,4.26639344262,3.90573770492,9.7,366,10,Boulevard Brewing Co.,American Double / Imperial Stout,Dark Truth Stout
20524,29,4.04113924051,4.11550632911,4.21993670886,4.0664556962,6.5,316,19,Jolly Pumpkin Artisan Ales,Belgian Pale Ale,"Luciérnaga, The Firefly"
2023,28,4.12780269058,3.95964125561,4.14349775785,4.08295964126,7.45,223,21,Elysian Brewing Company,Oatmeal Stout,Dragon's Tooth Oatmeal Stout
137,28,3.87162162162,3.58333333333,3.6981981982,3.70045045045,4.9,222,15,König-Brauerei GmbH,German Pilsener,König Pilsener
771,28,3.95142857143,3.84,3.92571428571,3.87714285714,4.8,175,20,Salopian Brewing Company Ltd,English Porter,Entire Butt English Porter
42433,28,3.92532467532,3.95941558442,4.00811688312,3.87175324675,5.7,308,15,The Bruery,Witbier,Orchard White
2872,28,4.03754940711,3.77470355731,3.98221343874,3.91106719368,5.5,253,20,AleSmith Brewing Company,Extra Special / Strong Bitter (ESB),Anvil Ale ESB
69499,28,4.11805555556,4.21527777778,3.44444444444,4.1875,8.0,72,24,The Lost Abbey,American Wild Ale,Veritas 009
54731,28,4.04587155963,4.23853211009,3.84174311927,4.15825688073,8.0,218,15,Brauerei Heller-Trum / Schlenkerla,Doppelbock,Aecht Schlenkerla Eiche
3397,28,3.92015209125,3.7680608365,3.89923954373,3.92205323194,7.2,263,15,Hofbräuhaus München,Maibock / Helles Bock,Hofbräu Maibock (Urbock)
2306,28,4.28378378378,3.99099099099,4.15315315315,4.20720720721,5.0,111,19,Moonlight Brewing Company,Euro Dark Lager,Death & Taxes Black Beer
2302,28,3.66498316498,3.42255892256,3.59427609428,3.62457912458,6.8,297,8,Erie Brewing Co.,Scottish Ale,Railbender Ale
718,28,2.61413043478,2.29239130435,2.75217391304,2.45434782609,8.1,460,6,Steel Brewing Company,American Malt Liquor,Steel Reserve 211 (High Gravity)
41821,28,2.70479302832,2.29411764706,2.40196078431,2.33769063181,4.2,459,11,Anheuser-Busch,Light Lager,Bud Light Lime
44910,28,4.82051282051,4.61538461538,4.42307692308,4.74358974359,7.0,39,27,De Struise Brouwers,Lambic - Unblended,Dirty Horse
632,28,4.2375,4.1275,4.2225,4.2075,6.0,200,21,Snake River Brewing Company & Brewpub,Foreign / Export Stout,Snake River Zonker Stout
32423,28,4.0200617284,3.98611111111,4.12808641975,3.99845679012,6.7,324,17,The Lost Abbey,Saison / Farmhouse Ale,Red Barn Ale
1670,28,3.84019607843,3.74901960784,3.88039215686,3.82843137255,6.5,510,14,Lost Coast Brewery and Cafe,American IPA,Indica India Pale Ale
1631,28,3.85416666667,3.88970588235,4.02328431373,3.89338235294,8.0,408,12,Brouwerij Van Steenberge N.V.,Tripel,Augustijn Ale
34203,28,3.91888888889,3.96555555556,4.07222222222,4.04333333333,10.0,450,10,Port Brewing Company / Pizza Port,Russian Imperial Stout,Santa's Little Helper
45368,28,4.19289340102,4.18020304569,4.05329949239,4.19543147208,6.7,197,19,Goose Island Beer Co.,American Wild Ale,Juliet
1194,28,3.83490566038,3.55660377358,3.70125786164,3.68396226415,4.8,318,17,Rogue Ales,Fruit / Vegetable Beer,Buckwheat Ale
10364,28,3.74397590361,3.03614457831,3.26807228916,3.40060240964,4.6,166,17,August Schell Brewing Company,American Adjunct Lager,Grain Belt Premium
1784,28,4.01366120219,3.58469945355,3.7650273224,3.70218579235,4.9,183,17,Paulaner Brauerei GmbH & Co. KG,German Pilsener,Paulaner Premium Pils
44315,28,3.9609375,3.38541666667,3.5078125,3.7578125,4.7,192,14,JOS. Schlitz Brewing Co. (Pabst),American Adjunct Lager,Schlitz Gusto (Classic 1960's Formula)
9182,28,3.89458689459,3.77065527066,4.05270655271,3.82478632479,7.6,351,15,Left Hand Brewing Company,American IPA,Warrior IPA
44091,28,4.2125,4.190625,4.06875,4.35625,5.5,160,25,Brewery Ommegang,Flanders Red Ale,Ommegang Rouge
56776,28,4.35810810811,4.26351351351,4.47972972973,4.42567567568,26.0,74,24,De Struise Brouwers,American Double / Imperial Stout,Black Damnation V - Double Black
793,28,3.9204851752,3.80862533693,3.77762803235,3.8948787062,5.5,371,16,Unibroue,Belgian Pale Ale,Raftman
942,28,3.67094017094,3.41025641026,3.73076923077,3.49358974359,6.0,468,9,Full Sail Brewery & Tasting Room & Pub,American IPA,Full Sail IPA
2584,27,4.02743902439,3.92073170732,3.94512195122,3.94817073171,5.0,164,18,Brasserie Caracole,Witbier,Troublette
44715,27,4.13428571429,4.23428571429,4.04,4.29142857143,8.5,175,18,HaandBryggeriet,Flanders Oud Bruin,Haandbakk
20578,27,4.4243697479,4.42016806723,4.36974789916,4.48739495798,9.3,119,22,Minneapolis Town Hall Brewery,Russian Imperial Stout,Czar Jack Imperial Stout
262,27,3.81047619048,3.71523809524,3.81333333333,3.73333333333,5.9,525,13,Great Divide Brewing Company,American Porter,Saint Bridget's Porter
1344,27,3.92533936652,3.37104072398,3.47963800905,3.5814479638,4.9,221,14,Saint Arnold Brewing Company,Kölsch,Saint Arnold Fancy Lawnmower
22172,27,4.12662337662,4.10714285714,4.1461038961,4.21103896104,7.5,154,15,Bear Republic Brewing Co.,American Double / Imperial IPA,Apex
382,27,4.04751131222,3.88914027149,3.83031674208,3.93212669683,5.0,221,18,Pennsylvania Brewing Company,Hefeweizen,Penn Weizen
22193,27,4.03284671533,3.84489051095,3.91788321168,3.94160583942,5.2,274,15,Sixpoint Brewery,Cream Ale,Sweet Action
626,27,3.89861111111,3.89722222222,3.93472222222,3.95138888889,7.0,360,14,Bierbrouwerij De Koningshoeven B.V.,Dubbel,La Trappe Dubbel (Koningshoeven / Dominus)
19651,27,3.63911290323,3.47983870968,3.68548387097,3.55342741935,5.3,496,9,Flying Dog Brewery,Märzen / Oktoberfest,Dogtoberfest
45829,27,4.25414364641,4.45856353591,4.16850828729,4.50552486188,12.0,181,19,Firestone Walker Brewing Co.,American Strong Ale,Firestone 12 - Anniversary Ale
910,27,3.76567164179,3.50149253731,3.87313432836,3.63582089552,5.0,335,14,Greene King / Morland Brewery,English Pale Ale,Abbot Ale
696,27,3.72363636364,3.35636363636,3.59272727273,3.51272727273,5.0,275,18,Ballast Point Brewing Company,Kölsch,Pale Ale
1999,27,3.8585106383,3.73936170213,3.94255319149,3.84255319149,6.2,470,12,Goose Island Beer Co.,American Brown Ale,Christmas Ale
1614,27,3.94155844156,3.90422077922,4.01623376623,3.94967532468,9.5,308,7,Brouwerij De Smedt / Brouwerij Affligem,Tripel,Affligem Tripel
2654,27,3.72911963883,3.79571106095,3.76297968397,3.83408577878,10.4,443,12,Left Hand Brewing Company,Russian Imperial Stout,Left Hand Imperial Stout
46983,27,4.07275132275,4.05026455026,4.22883597884,4.06481481481,6.5,378,11,The Bruery,Saison / Farmhouse Ale,Saison De Lente
46188,27,3.99211356467,3.96056782334,4.02365930599,4.04100946372,10.0,317,16,Ballast Point Brewing Company,American Double / Imperial Stout,Sea Monster Imperial Stout
2011,27,3.544345898,3.14190687361,3.34700665188,3.30820399113,6.3,451,13,Hofbräuhaus München,Märzen / Oktoberfest,Hofbräu Oktoberfestbier
30955,27,4.18390804598,4.34195402299,3.91091954023,4.34482758621,11.0,174,18,BFM Brasserie Des Franches-Montagnes,Bière de Garde,Abbaye De Saint Bon-Chien
2679,27,4.03177257525,3.82608695652,3.84615384615,3.94816053512,4.8,299,17,Rogue Ales,English Bitter,Younger's Special Bitter
1552,27,3.45833333333,3.18803418803,3.53098290598,3.24252136752,5.4,468,6,Spoetzl Brewery,Hefeweizen,Shiner Hefeweizen
45936,27,4.09848484848,4.34595959596,3.7297979798,4.39141414141,10.0,198,17,Hair of the Dog Brewing Company / Brewery and Tasting Room,Old Ale,Cherry Adam From The Wood
1907,27,3.08805031447,2.51362683438,2.75786163522,2.73375262055,5.0,477,13,"Cervecería Cuauhtémoc Moctezuma, S.A. de C.V.",American Adjunct Lager,Dos Equis Special Lager
43341,27,3.73820224719,3.49662921348,3.73595505618,3.5797752809,5.0,445,18,Southampton Publick House,Altbier,Southampton Altbier
36290,27,3.99170124481,3.76556016598,3.98755186722,3.88796680498,5.9,241,13,Saint Louis Brewery / Schlafly Tap Room,American Pale Ale (APA),Schlafly Dry-Hopped American Pale Ale
15216,27,3.3625,3.0625,3.44166666667,3.1225,5.4,600,6,Boston Beer Company (Samuel Adams),American Pale Wheat Ale,Samuel Adams Hefeweizen
41037,27,4.03846153846,4.15750915751,4.04395604396,4.21245421245,8.0,273,15,Harviestoun Brewery Ltd.,Old Ale,Ola Dubh Special Reserve 12
280,27,3.61631016043,3.09759358289,3.30481283422,3.4077540107,5.2,374,12,Löwenbräu AG,Munich Helles Lager,Löwenbräu Original
255,27,4.10471204188,3.7722513089,3.87696335079,3.99214659686,5.4,191,19,Ipswich Ale Brewery,English Pale Ale,Ipswich Original Ale
61555,27,4.14516129032,3.66935483871,3.90725806452,3.85483870968,6.0,124,23,Paulaner Brauerei GmbH & Co. KG,Märzen / Oktoberfest,Paulaner Wiesn Bier
4694,27,3.68579234973,3.59107468124,3.90619307832,3.65118397086,7.0,549,9,Baltika Breweries,Baltic Porter,Baltika #6 Porter
93,27,3.87435897436,3.42307692308,3.6358974359,3.62820512821,5.3,195,14,Berkshire Brewing Company Inc.,American Pale Ale (APA),Steel Rail Extra Pale Ale
6512,27,4.17708333333,4.18055555556,4.35069444444,4.28819444444,10.2,144,22,Southampton Publick House,Russian Imperial Stout,Imperial Russian Stout
1376,27,3.35091743119,2.79357798165,3.08256880734,3.06766055046,5.2,436,10,Genesee Brewing Co. / Dundee Brewing Co.,Cream Ale,Genesee Cream Ale
46749,27,4.00684931507,4.09075342466,3.9845890411,4.1147260274,9.0,292,14,Samuel Smith Old Brewery (Tadcaster),English Strong Ale,Samuel Smith's Yorkshire Stingo
38094,27,4.44382022472,4.42134831461,4.38764044944,4.5393258427,10.43,89,26,Russian River Brewing Company,American Wild Ale,Toronado 20th Anniversary Ale
903,27,3.57157894737,3.26210526316,3.55684210526,3.39052631579,5.5,475,10,Matt Brewing Company,German Pilsener,Saranac Adirondack Lager
50235,27,4.20670391061,4.25139664804,4.33798882682,4.31843575419,11.0,179,19,HaandBryggeriet,Russian Imperial Stout,Odin's Tipple
62254,27,3.68965517241,3.77463054187,3.66995073892,3.72290640394,9.5,406,13,Stone Brewing Co.,Belgian Strong Pale Ale,Stone 10.10.10 Vertical Epic Ale
44749,27,4.26047904192,4.05988023952,4.39221556886,4.23353293413,6.7,167,23,Sierra Nevada Brewing Co.,American IPA,Sierra Nevada Chico Estate Harvest Wet Hop Ale (2008)
2219,26,3.93162393162,3.61538461538,3.8547008547,3.83547008547,5.68,234,14,"Lakefront Brewery, Inc.",American Amber / Red Lager,Riverwest Stein Beer
9630,26,3.80452674897,3.93827160494,3.95473251029,3.88065843621,9.0,243,14,De Proefbrouwerij (bvba Andelot),Belgian Strong Pale Ale,Reinaert Flemish Wild Ale
38176,26,4.25862068966,4.32413793103,4.41034482759,4.39310344828,10.0,145,21,Saint Arnold Brewing Company,Russian Imperial Stout,Saint Arnold Divine Reserve #5
2212,26,3.76503759398,3.46992481203,3.72556390977,3.60338345865,4.9,266,15,Friesisches Brauhaus zu Jever GmbH & Co KG,German Pilsener,Jever Pilsener
2151,26,3.22536231884,2.83115942029,3.07971014493,2.9347826087,5.1,690,8,Flying Dog Brewery,Kölsch,Tire Bite Golden Ale
50772,26,4.1962962963,4.12222222222,4.07407407407,4.32592592593,5.5,135,10,Brouwerij Bockor N.V.,Flanders Red Ale,Cuvee Des Jacobins Rouge
34311,26,3.90849673203,4.03267973856,3.63071895425,4.06535947712,8.0,153,16,De Struise Brouwers,Flanders Oud Bruin,Aardmonnik - Earthmonk
40936,26,4.06847133758,4.0525477707,4.00636942675,4.17038216561,7.9,314,14,Tyranena Brewing Company,American Porter,Dirty Old Man Imperial Rye Porter
2204,26,3.88327526132,3.98954703833,3.98780487805,3.95644599303,10.0,287,21,Brasserie Fantôme,Saison / Farmhouse Ale,Fantôme De Noel
48190,26,2.96344339623,2.75235849057,3.25,2.78183962264,4.5,424,7,Magic Hat Brewing Company,Fruit / Vegetable Beer,Wacko
4072,26,3.75816326531,3.86224489796,3.86020408163,3.82857142857,9.0,490,11,Avery Brewing Company,Belgian Strong Pale Ale,Salvation
55,26,3.87716262976,3.75605536332,4.01730103806,3.86505190311,7.0,289,15,Redhook Ale Brewery,American Double / Imperial Stout,Redhook Double Black Stout (with Coffee)
1230,26,3.61611374408,3.90521327014,3.73578199052,3.92535545024,11.0,422,15,Kulmbacher Brauerei AG,Doppelbock,EKU 28
8116,26,3.86877828054,3.56334841629,3.86199095023,3.76923076923,5.5,221,14,Hofbräuhaus München,Munich Dunkel Lager,Hofbräu Dunkel
1390,26,2.44662921348,1.74719101124,1.93679775281,1.86235955056,4.1,356,11,Anheuser-Busch,Light Lager,Busch Light
28268,26,4.11818181818,3.57272727273,3.79696969697,3.83939393939,4.2,165,20,New Glarus Brewing Company,Keller Bier / Zwickel Bier,Yokel
2354,26,3.73426573427,3.66433566434,3.93356643357,3.67132867133,4.95,429,5,Breckenridge Brewery,Oatmeal Stout,Oatmeal Stout
23453,26,4.06691449814,3.97769516729,4.03159851301,4.10408921933,6.4,269,11,Sixpoint Brewery,Rye Beer,Righteous Ale
966,26,4.02873563218,3.96551724138,4.1877394636,4.05363984674,7.0,261,12,Pike Pub & Brewery,American Stout,Pike Street XXXXX Stout
44112,26,4.64130434783,4.61956521739,4.04347826087,4.69565217391,7.0,46,25,The Lost Abbey,American Wild Ale,Yellow Bus
53388,26,3.80413625304,3.87712895377,3.94525547445,3.95498783455,8.6,411,9,BrewDog,American Black Ale,Bashah
42007,26,4.04444444444,3.82777777778,4.01388888889,3.97222222222,7.0,180,16,Mayflower Brewing Company,American IPA,Mayflower IPA
20897,26,3.72067039106,3.93994413408,3.83938547486,3.77234636872,6.0,358,12,Meantime Brewing Company Limited,English Porter,Coffee Porter
10643,26,4.0,3.95202020202,3.99747474747,4.0,5.1,198,15,Brouwerij Verhaeghe,Flanders Red Ale,Vichtenaar
906,26,3.58712121212,3.40909090909,3.7490530303,3.51515151515,5.4,528,9,Matt Brewing Company,Black & Tan,Saranac Black & Tan
72465,26,4.31415929204,4.29203539823,4.30973451327,4.32300884956,9.0,113,14,Anchorage Brewing Company,Belgian IPA,Bitter Monk
18930,26,4.20982142857,4.23214285714,4.10267857143,4.24553571429,8.0,112,21,Panil,Flanders Red Ale,Panil Barriquée  (Italy Version)
27249,26,3.87669683258,4.04411764706,4.13800904977,3.97850678733,10.0,442,15,The Duck-Rabbit Craft Brewery,Russian Imperial Stout,Duck-Rabbit Rabid Duck
60474,26,4.00804289544,3.96648793566,4.29758713137,4.12868632708,10.2,373,13,Sierra Nevada Brewing Co.,American Barleywine,30th Anniversary - Jack & Ken's Ale
51557,26,4.47945205479,4.48630136986,4.15753424658,4.49315068493,7.2,73,23,The Bruery,American Double / Imperial Pilsner,Humulus Lager
24651,25,3.82481751825,3.44708029197,3.67700729927,3.60583941606,5.5,274,12,Left Hand Brewing Company,German Pilsener,Polestar Pilsner
8312,25,3.79946524064,3.57754010695,3.86631016043,3.63770053476,6.5,374,17,Southampton Publick House,American IPA,Southampton IPA
58299,25,4.43181818182,4.41363636364,4.18181818182,4.46363636364,8.2,110,18,Hill Farmstead Brewery,American Double / Imperial IPA,Abner Imperial IPA
735,25,3.95064377682,3.75321888412,3.84978540773,3.95278969957,6.5,233,9,Mad River Brewing Company,American Amber / Red Ale,Jamaica Red Ale
1468,25,3.91791044776,3.85634328358,3.92350746269,3.89552238806,6.1,268,9,Speakeasy Ales & Lagers,American Amber / Red Ale,Prohibition Ale
41012,25,4.046875,4.12276785714,4.07142857143,4.14732142857,8.0,224,18,Harviestoun Brewery Ltd.,Old Ale,Ola Dubh Special Reserve 16
15274,25,3.95408163265,3.91836734694,4.03571428571,4.07142857143,11.5,294,17,De Leyerth Brouwerijen (Urthel),Quadrupel (Quad),Urthel Samaranth
17625,25,3.73031026253,3.69451073986,3.56085918854,3.73866348449,7.5,419,11,Heavy Seas Beer,Saison / Farmhouse Ale,Heavy Seas - Red Sky At Night (Saison Ale)
871,25,3.775,3.59625,3.85875,3.75,7.2,400,7,Birra Moretti (Heineken),Doppelbock,Moretti La Rossa Birra Doppio Malto
601,25,3.78114478114,3.91750841751,4.06060606061,3.92255892256,4.0,297,16,Brouwerij Lindemans,Lambic - Fruit,Lindemans Cassis
33929,25,3.48366013072,3.92156862745,3.89052287582,3.7091503268,13.1,306,10,Mikkeller ApS,Russian Imperial Stout,Black Hole
2550,25,3.60400763359,3.19465648855,3.6927480916,3.26717557252,4.6,524,13,Anchor Brewing Company,American Pale Wheat Ale,Anchor Summer Beer
1354,25,4.40677966102,4.00847457627,4.00847457627,4.23728813559,5.1,59,21,Badische Staatsbrauerei Rothaus AG,German Pilsener,Tannenzäpfle
53134,25,4.03412462908,4.04599406528,4.09643916914,4.04599406528,8.5,337,10,The Bruery,Belgian Strong Pale Ale,Mischief
64226,25,4.32882882883,4.45945945946,4.22522522523,4.37387387387,8.5,111,20,Olde Hickory Brewery,American Double / Imperial Stout,The Event Horizon
14732,25,3.94379844961,4.10852713178,4.05813953488,4.13178294574,10.5,258,17,Unibroue,Belgian Strong Pale Ale,Edition 2004
13724,25,4.1303030303,4.38787878788,4.19393939394,4.4303030303,10.5,165,15,"Bell's Brewery, Inc.",American Barleywine,Bell's Batch 6000
39435,25,3.65426997245,3.55785123967,3.63223140496,3.62396694215,6.0,363,6,BrewDog,American IPA,Punk IPA
5,25,3.54952830189,3.20518867925,3.4858490566,3.34080188679,4.5,424,7,Abita Brewing Co.,Vienna Lager,Amber
18093,25,4.19377990431,4.38755980861,4.11961722488,4.43779904306,13.2,209,21,Midnight Sun Brewing Co.,English Barleywine,Arctic Devil Barley Wine
18698,25,3.61042944785,3.80214723926,3.58435582822,3.68711656442,8.19,326,10,Alltech’s Lexington Brewing and Distilling Co.,American Strong Ale,Kentucky Bourbon Barrel Ale
20767,25,4.55,4.60833333333,4.175,4.66666666667,12.0,60,20,Hair of the Dog Brewing Company / Brewery and Tasting Room,Old Ale,Adam From The Wood
643,25,2.8538961039,3.21022727273,3.00081168831,2.81980519481,5.2,616,5,Buffalo Bill's Brewery,Pumpkin Ale,Buffalo Bill's Pumpkin Ale
59173,25,4.03255813953,4.13720930233,4.12558139535,4.07674418605,7.5,215,10,Cigar City Brewing,American IPA,Jai Alai IPA - White Oak
34791,25,4.11842105263,3.92105263158,3.92763157895,3.89802631579,4.4,152,17,21st Amendment Brewery,American Pale Ale (APA),Bitter American
41716,25,4.01228070175,4.02456140351,4.09649122807,4.13333333333,8.0,285,12,Three Floyds Brewing Co. & Brewpub,English India Pale Ale (IPA),Blackheart
28305,25,3.93611111111,3.90555555556,3.9375,3.91666666667,9.3,360,12,Smuttynose Brewing Company,Saison / Farmhouse Ale,Smuttynose Farmhouse Ale (Big Beer Series)
1965,25,3.87962962963,3.76455026455,3.93121693122,3.84523809524,6.7,378,6,Two Brothers Brewing Company,American IPA,Heavy Handed IPA
44706,25,3.64179104478,3.45273631841,3.7276119403,3.54975124378,6.7,402,7,Left Hand Brewing Company,English India Pale Ale (IPA),400 Pound Monkey
31473,25,3.69692307692,3.30307692308,3.57846153846,3.43076923077,5.1,325,11,Great Divide Brewing Company,American Blonde Ale,Samurai Ale
25851,25,4.10759493671,4.13291139241,3.95886075949,4.17088607595,8.0,158,11,Brooklyn Brewery,American Double / Imperial IPA,Brooklyn Blast Pale Ale
21578,25,4.05701754386,3.75438596491,3.92543859649,3.9100877193,5.2,228,17,Rogue Ales,German Pilsener,Über Pils
12531,25,4.00490196078,3.91993464052,4.03267973856,3.94117647059,6.3,306,17,Bear Republic Brewing Co.,American Brown Ale,Pete's Brown (Tribute Ale)
7361,25,4.20569620253,4.18987341772,4.12974683544,4.3417721519,11.0,158,20,Unibroue,Belgian Strong Pale Ale,Unibroue 11
34909,25,3.96356275304,4.08502024291,4.11943319838,4.17004048583,11.26,247,14,Stone Brewing Co.,American Barleywine,Stone Old Guardian Barley Wine Style Ale 2007
635,25,3.69568965517,3.72068965517,3.84568965517,3.74310344828,8.4,580,10,Brouwerij Bosteels,Belgian Strong Pale Ale,Pauwel Kwak
39096,25,4.3908045977,4.33908045977,4.2183908046,4.49425287356,6.0,87,22,Brouwerij Drie Fonteinen,Lambic - Fruit,Drie Fonteinen Hommage
2958,25,3.18555555556,2.79444444444,3.00111111111,2.88111111111,4.9,450,3,Jacob Leinenkugel Brewing Company,Kristalweizen,Leinenkugel's Honey Weiss
21683,24,4.33238636364,4.23579545455,4.12215909091,4.32670454545,5.0,176,19,Brasserie Cantillon,Gueuze,Cantillon Cuvée Des Champions
